d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_796,35594,2013-04-03,11310,Wednesday,5,4,2013,1,1,1
d_797,32174,2013-04-04,11310,Thursday,6,4,2013,1,0,0
d_798,38056,2013-04-05,11310,Friday,7,4,2013,1,1,1
d_799,46821,2013-04-06,11311,Saturday,1,4,2013,1,1,1
d_800,46444,2013-04-07,11311,Sunday,2,4,2013,1,1,0
d_801,35017,2013-04-08,11311,Monday,3,4,2013,1,0,1
d_802,33750,2013-04-09,11311,Tuesday,4,4,2013,1,1,1
d_803,31441,2013-04-10,11311,Wednesday,5,4,2013,1,0,0
d_804,32692,2013-04-11,11311,Thursday,6,4,2013,0,1,1
d_805,36082,2013-04-12,11311,Friday,7,4,2013,0,1,1
d_806,43645,2013-04-13,11312,Saturday,1,4,2013,0,1,0
d_807,43990,2013-04-14,11312,Sunday,2,4,2013,0,0,1
d_808,34102,2013-04-15,11312,Monday,3,4,2013,0,1,1
d_809,31039,2013-04-16,11312,Tuesday,4,4,2013,0,0,0
d_810,28815,2013-04-17,11312,Wednesday,5,4,2013,0,0,0
d_811,28474,2013-04-18,11312,Thursday,6,4,2013,0,0,0
d_812,32829,2013-04-19,11312,Friday,7,4,2013,0,0,0
d_813,40857,2013-04-20,11313,Saturday,1,4,2013,0,0,0
d_814,39931,2013-04-21,11313,Sunday,2,4,2013,0,0,0
d_815,29951,2013-04-22,11313,Monday,3,4,2013,0,0,0
d_816,27059,2013-04-23,11313,Tuesday,4,4,2013,0,0,0
d_817,27607,2013-04-24,11313,Wednesday,5,4,2013,0,0,0
d_818,27476,2013-04-25,11313,Thursday,6,4,2013,0,0,0
d_819,31206,2013-04-26,11313,Friday,7,4,2013,0,0,0
d_820,35329,2013-04-27,11314,Saturday,1,4,2013,0,0,0
d_821,38902,2013-04-28,11314,Sunday,2,4,2013,0,0,0
d_822,27445,2013-04-29,11314,Monday,3,4,2013,0,0,0
d_823,28144,2013-04-30,11314,Tuesday,4,4,2013,0,0,0
d_824,31358,2013-05-01,11314,Wednesday,5,5,2013,1,1,0
d_825,31741,2013-05-02,11314,Thursday,6,5,2013,1,0,1
d_826,36950,2013-05-03,11314,Friday,7,5,2013,1,1,1
d_827,40812,2013-05-04,11315,Saturday,1,5,2013,1,0,0
d_828,43203,2013-05-05,11315,Sunday,2,5,2013,1,1,1
d_829,35368,2013-05-06,11315,Monday,3,5,2013,1,1,1
d_830,31673,2013-05-07,11315,Tuesday,4,5,2013,1,1,0
d_831,31346,2013-05-08,11315,Wednesday,5,5,2013,1,0,1
d_832,32938,2013-05-09,11315,Thursday,6,5,2013,1,1,1
d_833,33497,2013-05-10,11315,Friday,7,5,2013,1,0,0
d_834,45385,2013-05-11,11316,Saturday,1,5,2013,0,1,1
d_835,37390,2013-05-12,11316,Sunday,2,5,2013,0,1,1
d_836,34609,2013-05-13,11316,Monday,3,5,2013,0,1,0
d_837,32885,2013-05-14,11316,Tuesday,4,5,2013,0,0,1
d_838,34611,2013-05-15,11316,Wednesday,5,5,2013,0,1,1
d_839,31937,2013-05-16,11316,Thursday,6,5,2013,0,0,0
d_840,34682,2013-05-17,11316,Friday,7,5,2013,0,0,0
d_841,40830,2013-05-18,11317,Saturday,1,5,2013,0,0,0
d_842,42673,2013-05-19,11317,Sunday,2,5,2013,0,0,0
d_843,33646,2013-05-20,11317,Monday,3,5,2013,0,0,0
d_844,30286,2013-05-21,11317,Tuesday,4,5,2013,0,0,0
d_845,28935,2013-05-22,11317,Wednesday,5,5,2013,0,0,0
d_846,30902,2013-05-23,11317,Thursday,6,5,2013,0,0,0
d_847,35081,2013-05-24,11317,Friday,7,5,2013,0,0,0
d_848,39143,2013-05-25,11318,Saturday,1,5,2013,0,0,0
d_849,36049,2013-05-26,11318,Sunday,2,5,2013,0,0,0
d_850,36277,2013-05-27,11318,Monday,3,5,2013,0,0,0
d_851,29298,2013-05-28,11318,Tuesday,4,5,2013,0,0,0
d_852,26967,2013-05-29,11318,Wednesday,5,5,2013,0,0,0
d_853,28125,2013-05-30,11318,Thursday,6,5,2013,0,0,0
d_854,36086,2013-05-31,11318,Friday,7,5,2013,0,0,0
d_855,44808,2013-06-01,11319,Saturday,1,6,2013,1,1,0
d_856,47502,2013-06-02,11319,Sunday,2,6,2013,1,0,1
d_857,39245,2013-06-03,11319,Monday,3,6,2013,1,1,1
d_858,33809,2013-06-04,11319,Tuesday,4,6,2013,1,0,0
d_859,35911,2013-06-05,11319,Wednesday,5,6,2013,1,1,1
d_860,34166,2013-06-06,11319,Thursday,6,6,2013,1,1,1
d_861,37602,2013-06-07,11319,Friday,7,6,2013,1,1,0
d_862,44647,2013-06-08,11320,Saturday,1,6,2013,1,0,1
d_863,48164,2013-06-09,11320,Sunday,2,6,2013,1,1,1
d_864,36769,2013-06-10,11320,Monday,3,6,2013,1,0,0
d_865,34625,2013-06-11,11320,Tuesday,4,6,2013,0,1,1
d_866,33942,2013-06-12,11320,Wednesday,5,6,2013,0,1,1
d_867,34188,2013-06-13,11320,Thursday,6,6,2013,0,1,0
d_868,39767,2013-06-14,11320,Friday,7,6,2013,0,0,1
d_869,46309,2013-06-15,11321,Saturday,1,6,2013,0,1,1
d_870,39690,2013-06-16,11321,Sunday,2,6,2013,0,0,0
d_871,34118,2013-06-17,11321,Monday,3,6,2013,0,0,0
d_872,31177,2013-06-18,11321,Tuesday,4,6,2013,0,0,0
d_873,31070,2013-06-19,11321,Wednesday,5,6,2013,0,0,0
d_874,31771,2013-06-20,11321,Thursday,6,6,2013,0,0,0
d_875,36703,2013-06-21,11321,Friday,7,6,2013,0,0,0
d_876,42276,2013-06-22,11322,Saturday,1,6,2013,0,0,0
d_877,43275,2013-06-23,11322,Sunday,2,6,2013,0,0,0
d_878,34118,2013-06-24,11322,Monday,3,6,2013,0,0,0
d_879,31603,2013-06-25,11322,Tuesday,4,6,2013,0,0,0
d_880,30356,2013-06-26,11322,Wednesday,5,6,2013,0,0,0
d_881,31457,2013-06-27,11322,Thursday,6,6,2013,0,0,0
d_882,36753,2013-06-28,11322,Friday,7,6,2013,0,0,0
d_883,44949,2013-06-29,11323,Saturday,1,6,2013,0,0,0
d_884,44823,2013-06-30,11323,Sunday,2,6,2013,0,0,0
d_885,38716,2013-07-01,11323,Monday,3,7,2013,1,1,0
d_886,37242,2013-07-02,11323,Tuesday,4,7,2013,1,0,1
d_887,43999,2013-07-03,11323,Wednesday,5,7,2013,1,1,1
d_888,36783,2013-07-04,11323,Thursday,6,7,2013,1,0,0
d_889,40807,2013-07-05,11323,Friday,7,7,2013,1,1,1
d_890,41832,2013-07-06,11324,Saturday,1,7,2013,1,1,1
d_891,44624,2013-07-07,11324,Sunday,2,7,2013,1,1,0
d_892,37460,2013-07-08,11324,Monday,3,7,2013,1,0,1
d_893,37253,2013-07-09,11324,Tuesday,4,7,2013,1,1,1
d_894,34579,2013-07-10,11324,Wednesday,5,7,2013,1,0,0
d_895,36361,2013-07-11,11324,Thursday,6,7,2013,0,1,1
d_896,41279,2013-07-12,11324,Friday,7,7,2013,0,1,1
d_897,45185,2013-07-13,11325,Saturday,1,7,2013,0,1,0
d_898,46672,2013-07-14,11325,Sunday,2,7,2013,0,0,1
d_899,37624,2013-07-15,11325,Monday,3,7,2013,0,1,1
d_900,33937,2013-07-16,11325,Tuesday,4,7,2013,0,0,0
d_901,32467,2013-07-17,11325,Wednesday,5,7,2013,0,0,0
d_902,33921,2013-07-18,11325,Thursday,6,7,2013,0,0,0
d_903,36194,2013-07-19,11325,Friday,7,7,2013,0,0,0
d_904,41527,2013-07-20,11326,Saturday,1,7,2013,0,0,0
d_905,42039,2013-07-21,11326,Sunday,2,7,2013,0,0,0
d_906,32203,2013-07-22,11326,Monday,3,7,2013,0,0,0
d_907,31304,2013-07-23,11326,Tuesday,4,7,2013,0,0,0
d_908,31468,2013-07-24,11326,Wednesday,5,7,2013,0,0,0
d_909,31816,2013-07-25,11326,Thursday,6,7,2013,0,0,0
d_910,36843,2013-07-26,11326,Friday,7,7,2013,0,0,0
d_911,41672,2013-07-27,11327,Saturday,1,7,2013,0,0,0
d_912,40480,2013-07-28,11327,Sunday,2,7,2013,0,0,0
d_913,31763,2013-07-29,11327,Monday,3,7,2013,0,0,0
d_914,30162,2013-07-30,11327,Tuesday,4,7,2013,0,0,0
d_915,31255,2013-07-31,11327,Wednesday,5,7,2013,0,0,0
d_916,37309,2013-08-01,11327,Thursday,6,8,2013,1,1,0
d_917,41663,2013-08-02,11327,Friday,7,8,2013,1,0,1
d_918,47105,2013-08-03,11328,Saturday,1,8,2013,1,1,1
d_919,44439,2013-08-04,11328,Sunday,2,8,2013,1,0,0
d_920,39149,2013-08-05,11328,Monday,3,8,2013,1,1,1
d_921,36694,2013-08-06,11328,Tuesday,4,8,2013,1,1,1
d_922,35079,2013-08-07,11328,Wednesday,5,8,2013,1,1,0
d_923,34886,2013-08-08,11328,Thursday,6,8,2013,1,0,1
d_924,40699,2013-08-09,11328,Friday,7,8,2013,1,1,1
d_925,44912,2013-08-10,11329,Saturday,1,8,2013,1,0,0
d_926,47520,2013-08-11,11329,Sunday,2,8,2013,0,1,1
d_927,38753,2013-08-12,11329,Monday,3,8,2013,0,1,1
d_928,35144,2013-08-13,11329,Tuesday,4,8,2013,0,1,0
d_929,33732,2013-08-14,11329,Wednesday,5,8,2013,0,0,1
d_930,37643,2013-08-15,11329,Thursday,6,8,2013,0,1,1
d_931,38025,2013-08-16,11329,Friday,7,8,2013,0,0,0
d_932,44431,2013-08-17,11330,Saturday,1,8,2013,0,0,0
d_933,44894,2013-08-18,11330,Sunday,2,8,2013,0,0,0
d_934,35237,2013-08-19,11330,Monday,3,8,2013,0,0,0
d_935,31625,2013-08-20,11330,Tuesday,4,8,2013,0,0,0
d_936,32633,2013-08-21,11330,Wednesday,5,8,2013,0,0,0
d_937,31793,2013-08-22,11330,Thursday,6,8,2013,0,0,0
d_938,37113,2013-08-23,11330,Friday,7,8,2013,0,0,0
d_939,44836,2013-08-24,11331,Saturday,1,8,2013,0,0,0
d_940,48577,2013-08-25,11331,Sunday,2,8,2013,0,0,0
d_941,34200,2013-08-26,11331,Monday,3,8,2013,0,0,0
d_942,32963,2013-08-27,11331,Tuesday,4,8,2013,0,0,0
d_943,32456,2013-08-28,11331,Wednesday,5,8,2013,0,0,0
d_944,31710,2013-08-29,11331,Thursday,6,8,2013,0,0,0
d_945,41621,2013-08-30,11331,Friday,7,8,2013,0,0,0
d_946,47972,2013-08-31,11332,Saturday,1,8,2013,0,0,0
d_947,44741,2013-09-01,11332,Sunday,2,9,2013,1,1,0
d_948,47072,2013-09-02,11332,Monday,3,9,2013,1,0,1
d_949,37799,2013-09-03,11332,Tuesday,4,9,2013,1,1,1
d_950,33328,2013-09-04,11332,Wednesday,5,9,2013,1,0,0
d_951,35425,2013-09-05,11332,Thursday,6,9,2013,1,1,1
d_952,38684,2013-09-06,11332,Friday,7,9,2013,1,1,1
d_953,47600,2013-09-07,11333,Saturday,1,9,2013,1,1,0
d_954,51740,2013-09-08,11333,Sunday,2,9,2013,1,0,1
d_955,39765,2013-09-09,11333,Monday,3,9,2013,1,1,1
d_956,34663,2013-09-10,11333,Tuesday,4,9,2013,1,0,0
d_957,36195,2013-09-11,11333,Wednesday,5,9,2013,0,1,1
d_958,36767,2013-09-12,11333,Thursday,6,9,2013,0,1,1
d_959,40971,2013-09-13,11333,Friday,7,9,2013,0,1,0
d_960,49166,2013-09-14,11334,Saturday,1,9,2013,0,0,1
d_961,50970,2013-09-15,11334,Sunday,2,9,2013,0,1,1
d_962,36775,2013-09-16,11334,Monday,3,9,2013,0,0,0
d_963,32571,2013-09-17,11334,Tuesday,4,9,2013,0,0,0
d_964,31281,2013-09-18,11334,Wednesday,5,9,2013,0,0,0
d_965,30823,2013-09-19,11334,Thursday,6,9,2013,0,0,0
d_966,36281,2013-09-20,11334,Friday,7,9,2013,0,0,0
d_967,46001,2013-09-21,11335,Saturday,1,9,2013,0,0,0
d_968,46210,2013-09-22,11335,Sunday,2,9,2013,0,0,0
d_969,32784,2013-09-23,11335,Monday,3,9,2013,0,0,0
d_970,31064,2013-09-24,11335,Tuesday,4,9,2013,0,0,0
d_971,29959,2013-09-25,11335,Wednesday,5,9,2013,0,0,0
d_972,30648,2013-09-26,11335,Thursday,6,9,2013,0,0,0
d_973,35502,2013-09-27,11335,Friday,7,9,2013,0,0,0
d_974,44441,2013-09-28,11336,Saturday,1,9,2013,0,0,0
d_975,44396,2013-09-29,11336,Sunday,2,9,2013,0,0,0
d_976,32893,2013-09-30,11336,Monday,3,9,2013,0,0,0
d_977,36730,2013-10-01,11336,Tuesday,4,10,2013,1,1,0
d_978,33900,2013-10-02,11336,Wednesday,5,10,2013,1,0,1
d_979,37215,2013-10-03,11336,Thursday,6,10,2013,1,1,1
d_980,37334,2013-10-04,11336,Friday,7,10,2013,1,0,0
d_981,48777,2013-10-05,11337,Saturday,1,10,2013,1,1,1
d_982,49888,2013-10-06,11337,Sunday,2,10,2013,1,1,1
d_983,37003,2013-10-07,11337,Monday,3,10,2013,1,1,0
d_984,34544,2013-10-08,11337,Tuesday,4,10,2013,1,0,1
d_985,34746,2013-10-09,11337,Wednesday,5,10,2013,1,1,1
d_986,34019,2013-10-10,11337,Thursday,6,10,2013,1,0,0
d_987,38093,2013-10-11,11337,Friday,7,10,2013,0,1,1
d_988,46581,2013-10-12,11338,Saturday,1,10,2013,0,1,1
d_989,46343,2013-10-13,11338,Sunday,2,10,2013,0,1,0
d_990,36836,2013-10-14,11338,Monday,3,10,2013,0,0,1
d_991,33213,2013-10-15,11338,Tuesday,4,10,2013,0,1,1
d_992,32677,2013-10-16,11338,Wednesday,5,10,2013,0,0,0
d_993,30538,2013-10-17,11338,Thursday,6,10,2013,0,0,0
d_994,34337,2013-10-18,11338,Friday,7,10,2013,0,0,0
d_995,42043,2013-10-19,11339,Saturday,1,10,2013,0,0,0
d_996,43352,2013-10-20,11339,Sunday,2,10,2013,0,0,0
d_997,31859,2013-10-21,11339,Monday,3,10,2013,0,0,0
d_998,28957,2013-10-22,11339,Tuesday,4,10,2013,0,0,0
d_999,29525,2013-10-23,11339,Wednesday,5,10,2013,0,0,0
d_1000,29260,2013-10-24,11339,Thursday,6,10,2013,0,0,0
d_1001,33877,2013-10-25,11339,Friday,7,10,2013,0,0,0
d_1002,42454,2013-10-26,11340,Saturday,1,10,2013,0,0,0
d_1003,40665,2013-10-27,11340,Sunday,2,10,2013,0,0,0
d_1004,32058,2013-10-28,11340,Monday,3,10,2013,0,0,0
d_1005,29529,2013-10-29,11340,Tuesday,4,10,2013,0,0,0
d_1006,31136,2013-10-30,11340,Wednesday,5,10,2013,0,0,0
d_1007,27034,2013-10-31,11340,Thursday,6,10,2013,0,0,0
d_1008,39727,2013-11-01,11340,Friday,7,11,2013,1,1,0
d_1009,47093,2013-11-02,11341,Saturday,1,11,2013,1,0,1
d_1010,48373,2013-11-03,11341,Sunday,2,11,2013,1,1,1
d_1011,32972,2013-11-04,11341,Monday,3,11,2013,1,0,0
d_1012,34087,2013-11-05,11341,Tuesday,4,11,2013,1,1,1
d_1013,33030,2013-11-06,11341,Wednesday,5,11,2013,1,1,1
d_1014,31953,2013-11-07,11341,Thursday,6,11,2013,1,1,0
d_1015,35460,2013-11-08,11341,Friday,7,11,2013,1,0,1
d_1016,45717,2013-11-09,11342,Saturday,1,11,2013,1,1,1
d_1017,43905,2013-11-10,11342,Sunday,2,11,2013,1,0,0
d_1018,36396,2013-11-11,11342,Monday,3,11,2013,0,1,1
d_1019,32275,2013-11-12,11342,Tuesday,4,11,2013,0,1,1
d_1020,29255,2013-11-13,11342,Wednesday,5,11,2013,0,1,0
d_1021,29468,2013-11-14,11342,Thursday,6,11,2013,0,0,1
d_1022,35775,2013-11-15,11342,Friday,7,11,2013,0,1,1
d_1023,44587,2013-11-16,11343,Saturday,1,11,2013,0,0,0
d_1024,42589,2013-11-17,11343,Sunday,2,11,2013,0,0,0
d_1025,32110,2013-11-18,11343,Monday,3,11,2013,0,0,0
d_1026,28522,2013-11-19,11343,Tuesday,4,11,2013,0,0,0
d_1027,27915,2013-11-20,11343,Wednesday,5,11,2013,0,0,0
d_1028,28699,2013-11-21,11343,Thursday,6,11,2013,0,0,0
d_1029,32863,2013-11-22,11343,Friday,7,11,2013,0,0,0
d_1030,40047,2013-11-23,11344,Saturday,1,11,2013,0,0,0
d_1031,38446,2013-11-24,11344,Sunday,2,11,2013,0,0,0
d_1032,28645,2013-11-25,11344,Monday,3,11,2013,0,0,0
d_1033,31293,2013-11-26,11344,Tuesday,4,11,2013,0,0,0
d_1034,36139,2013-11-27,11344,Wednesday,5,11,2013,0,0,0
d_1035,19839,2013-11-28,11344,Thursday,6,11,2013,0,0,0
d_1036,26073,2013-11-29,11344,Friday,7,11,2013,0,0,0
d_1037,31546,2013-11-30,11345,Saturday,1,11,2013,0,0,0
d_1038,38187,2013-12-01,11345,Sunday,2,12,2013,1,1,0
d_1039,37087,2013-12-02,11345,Monday,3,12,2013,1,0,1
d_1040,38024,2013-12-03,11345,Tuesday,4,12,2013,1,1,1
d_1041,31519,2013-12-04,11345,Wednesday,5,12,2013,1,0,0
d_1042,35151,2013-12-05,11345,Thursday,6,12,2013,1,1,1
d_1043,36899,2013-12-06,11345,Friday,7,12,2013,1,1,1
d_1044,44450,2013-12-07,11346,Saturday,1,12,2013,1,1,0
d_1045,40424,2013-12-08,11346,Sunday,2,12,2013,1,0,1
d_1046,33653,2013-12-09,11346,Monday,3,12,2013,1,1,1
d_1047,31422,2013-12-10,11346,Tuesday,4,12,2013,1,0,0
d_1048,30911,2013-12-11,11346,Wednesday,5,12,2013,0,1,1
d_1049,31669,2013-12-12,11346,Thursday,6,12,2013,0,1,1
d_1050,36163,2013-12-13,11346,Friday,7,12,2013,0,1,0
d_1051,41528,2013-12-14,11347,Saturday,1,12,2013,0,0,1
d_1052,43097,2013-12-15,11347,Sunday,2,12,2013,0,1,1
d_1053,32474,2013-12-16,11347,Monday,3,12,2013,0,0,0
d_1054,30338,2013-12-17,11347,Tuesday,4,12,2013,0,0,0
d_1055,31692,2013-12-18,11347,Wednesday,5,12,2013,0,0,0
d_1056,32411,2013-12-19,11347,Thursday,6,12,2013,0,0,0
d_1057,32123,2013-12-20,11347,Friday,7,12,2013,0,0,0
d_1058,40474,2013-12-21,11348,Saturday,1,12,2013,0,0,0
d_1059,34915,2013-12-22,11348,Sunday,2,12,2013,0,0,0
d_1060,35289,2013-12-23,11348,Monday,3,12,2013,0,0,0
d_1061,31077,2013-12-24,11348,Tuesday,4,12,2013,0,0,0
d_1062,20,2013-12-25,11348,Wednesday,5,12,2013,0,0,0
d_1063,32727,2013-12-26,11348,Thursday,6,12,2013,0,0,0
d_1064,33095,2013-12-27,11348,Friday,7,12,2013,0,0,0
d_1065,36490,2013-12-28,11349,Saturday,1,12,2013,0,0,0
d_1066,34121,2013-12-29,11349,Sunday,2,12,2013,0,0,0
d_1067,32293,2013-12-30,11349,Monday,3,12,2013,0,0,0
d_1068,34811,2013-12-31,11349,Tuesday,4,12,2013,0,0,0
d_1069,23845,2014-01-01,11349,Wednesday,5,1,2014,1,1,0
d_1070,32653,2014-01-02,11349,Thursday,6,1,2014,1,0,1
d_1071,38870,2014-01-03,11349,Friday,7,1,2014,1,1,1
d_1072,44616,2014-01-04,11350,Saturday,1,1,2014,1,0,0
d_1073,45302,2014-01-05,11350,Sunday,2,1,2014,1,1,1
d_1074,32412,2014-01-06,11350,Monday,3,1,2014,1,1,1
d_1075,30952,2014-01-07,11350,Tuesday,4,1,2014,1,1,0
d_1076,32973,2014-01-08,11350,Wednesday,5,1,2014,1,0,1
d_1077,33197,2014-01-09,11350,Thursday,6,1,2014,1,1,1
d_1078,32766,2014-01-10,11350,Friday,7,1,2014,1,0,0
d_1079,47798,2014-01-11,11351,Saturday,1,1,2014,0,1,1
d_1080,46858,2014-01-12,11351,Sunday,2,1,2014,0,1,1
d_1081,33714,2014-01-13,11351,Monday,3,1,2014,0,1,0
d_1082,30223,2014-01-14,11351,Tuesday,4,1,2014,0,0,1
d_1083,31579,2014-01-15,11351,Wednesday,5,1,2014,0,1,1
d_1084,31190,2014-01-16,11351,Thursday,6,1,2014,0,0,0
d_1085,35240,2014-01-17,11351,Friday,7,1,2014,0,0,0
d_1086,43233,2014-01-18,11352,Saturday,1,1,2014,0,0,0
d_1087,40427,2014-01-19,11352,Sunday,2,1,2014,0,0,0
d_1088,32706,2014-01-20,11352,Monday,3,1,2014,0,0,0
d_1089,27854,2014-01-21,11352,Tuesday,4,1,2014,0,0,0
d_1090,28197,2014-01-22,11352,Wednesday,5,1,2014,0,0,0
d_1091,26244,2014-01-23,11352,Thursday,6,1,2014,0,0,0
d_1092,30888,2014-01-24,11352,Friday,7,1,2014,0,0,0
d_1093,40529,2014-01-25,11353,Saturday,1,1,2014,0,0,0
d_1094,40197,2014-01-26,11353,Sunday,2,1,2014,0,0,0
d_1095,30060,2014-01-27,11353,Monday,3,1,2014,0,0,0
d_1096,24000,2014-01-28,11353,Tuesday,4,1,2014,0,0,0
d_1097,24983,2014-01-29,11353,Wednesday,5,1,2014,0,0,0
d_1098,27017,2014-01-30,11353,Thursday,6,1,2014,0,0,0
d_1099,36489,2014-01-31,11353,Friday,7,1,2014,0,0,0
d_1100,45333,2014-02-01,11401,Saturday,1,2,2014,1,1,0
d_1101,43897,2014-02-02,11401,Sunday,2,2,2014,1,0,1
d_1102,37294,2014-02-03,11401,Monday,3,2,2014,1,1,1
d_1103,30577,2014-02-04,11401,Tuesday,4,2,2014,1,0,0
d_1104,31676,2014-02-05,11401,Wednesday,5,2,2014,1,1,1
d_1105,32389,2014-02-06,11401,Thursday,6,2,2014,1,1,1
d_1106,34255,2014-02-07,11401,Friday,7,2,2014,1,1,0
d_1107,47108,2014-02-08,11402,Saturday,1,2,2014,1,0,1
d_1108,48040,2014-02-09,11402,Sunday,2,2,2014,1,1,1
d_1109,33147,2014-02-10,11402,Monday,3,2,2014,1,0,0
d_1110,33533,2014-02-11,11402,Tuesday,4,2,2014,0,1,1
d_1111,36738,2014-02-12,11402,Wednesday,5,2,2014,0,1,1
d_1112,37483,2014-02-13,11402,Thursday,6,2,2014,0,1,0
d_1113,33910,2014-02-14,11402,Friday,7,2,2014,0,0,1
d_1114,44965,2014-02-15,11403,Saturday,1,2,2014,0,1,1
d_1115,43832,2014-02-16,11403,Sunday,2,2,2014,0,0,0
d_1116,34557,2014-02-17,11403,Monday,3,2,2014,0,0,0
d_1117,30710,2014-02-18,11403,Tuesday,4,2,2014,0,0,0
d_1118,30411,2014-02-19,11403,Wednesday,5,2,2014,0,0,0
d_1119,29703,2014-02-20,11403,Thursday,6,2,2014,0,0,0
d_1120,33326,2014-02-21,11403,Friday,7,2,2014,0,0,0
d_1121,41488,2014-02-22,11404,Saturday,1,2,2014,0,0,0
d_1122,44427,2014-02-23,11404,Sunday,2,2,2014,0,0,0
d_1123,31797,2014-02-24,11404,Monday,3,2,2014,0,0,0
d_1124,29725,2014-02-25,11404,Tuesday,4,2,2014,0,0,0
d_1125,26351,2014-02-26,11404,Wednesday,5,2,2014,0,0,0
d_1126,28890,2014-02-27,11404,Thursday,6,2,2014,0,0,0
d_1127,34198,2014-02-28,11404,Friday,7,2,2014,0,0,0
d_1128,45496,2014-03-01,11405,Saturday,1,3,2014,1,1,0
d_1129,46777,2014-03-02,11405,Sunday,2,3,2014,1,0,1
d_1130,37201,2014-03-03,11405,Monday,3,3,2014,1,1,1
d_1131,30066,2014-03-04,11405,Tuesday,4,3,2014,1,0,0
d_1132,31278,2014-03-05,11405,Wednesday,5,3,2014,1,1,1
d_1133,32662,2014-03-06,11405,Thursday,6,3,2014,1,1,1
d_1134,34864,2014-03-07,11405,Friday,7,3,2014,1,1,0
d_1135,43485,2014-03-08,11406,Saturday,1,3,2014,1,0,1
d_1136,50090,2014-03-09,11406,Sunday,2,3,2014,1,1,1
d_1137,37506,2014-03-10,11406,Monday,3,3,2014,1,0,0
d_1138,34567,2014-03-11,11406,Tuesday,4,3,2014,0,1,1
d_1139,34942,2014-03-12,11406,Wednesday,5,3,2014,0,1,1
d_1140,33084,2014-03-13,11406,Thursday,6,3,2014,0,1,0
d_1141,36946,2014-03-14,11406,Friday,7,3,2014,0,0,1
d_1142,44708,2014-03-15,11407,Saturday,1,3,2014,0,1,1
d_1143,45376,2014-03-16,11407,Sunday,2,3,2014,0,0,0
d_1144,32084,2014-03-17,11407,Monday,3,3,2014,0,0,0
d_1145,30095,2014-03-18,11407,Tuesday,4,3,2014,0,0,0
d_1146,29384,2014-03-19,11407,Wednesday,5,3,2014,0,0,0
d_1147,28809,2014-03-20,11407,Thursday,6,3,2014,0,0,0
d_1148,33202,2014-03-21,11407,Friday,7,3,2014,0,0,0
d_1149,41441,2014-03-22,11408,Saturday,1,3,2014,0,0,0
d_1150,44171,2014-03-23,11408,Sunday,2,3,2014,0,0,0
d_1151,31843,2014-03-24,11408,Monday,3,3,2014,0,0,0
d_1152,28466,2014-03-25,11408,Tuesday,4,3,2014,0,0,0
d_1153,27014,2014-03-26,11408,Wednesday,5,3,2014,0,0,0
d_1154,30210,2014-03-27,11408,Thursday,6,3,2014,0,0,0
d_1155,32918,2014-03-28,11408,Friday,7,3,2014,0,0,0
d_1156,41193,2014-03-29,11409,Saturday,1,3,2014,0,0,0
d_1157,43156,2014-03-30,11409,Sunday,2,3,2014,0,0,0
d_1158,30672,2014-03-31,11409,Monday,3,3,2014,0,0,0
d_1159,33708,2014-04-01,11409,Tuesday,4,4,2014,1,1,0
d_1160,33699,2014-04-02,11409,Wednesday,5,4,2014,1,0,1
d_1161,36604,2014-04-03,11409,Thursday,6,4,2014,1,1,1
d_1162,35685,2014-04-04,11409,Friday,7,4,2014,1,0,0
d_1163,46776,2014-04-05,11410,Saturday,1,4,2014,1,1,1
d_1164,48790,2014-04-06,11410,Sunday,2,4,2014,1,1,1
d_1165,36594,2014-04-07,11410,Monday,3,4,2014,1,1,0
d_1166,35248,2014-04-08,11410,Tuesday,4,4,2014,1,0,1
d_1167,35209,2014-04-09,11410,Wednesday,5,4,2014,1,1,1
d_1168,33038,2014-04-10,11410,Thursday,6,4,2014,1,0,0
d_1169,38439,2014-04-11,11410,Friday,7,4,2014,0,1,1
d_1170,46155,2014-04-12,11411,Saturday,1,4,2014,0,1,1
d_1171,46083,2014-04-13,11411,Sunday,2,4,2014,0,1,0
d_1172,35751,2014-04-14,11411,Monday,3,4,2014,0,0,1
d_1173,36396,2014-04-15,11411,Tuesday,4,4,2014,0,1,1
d_1174,34228,2014-04-16,11411,Wednesday,5,4,2014,0,0,0
d_1175,33193,2014-04-17,11411,Thursday,6,4,2014,0,0,0
d_1176,38905,2014-04-18,11411,Friday,7,4,2014,0,0,0
d_1177,47819,2014-04-19,11412,Saturday,1,4,2014,0,0,0
d_1178,38934,2014-04-20,11412,Sunday,2,4,2014,0,0,0
d_1179,31626,2014-04-21,11412,Monday,3,4,2014,0,0,0
d_1180,30678,2014-04-22,11412,Tuesday,4,4,2014,0,0,0
d_1181,30437,2014-04-23,11412,Wednesday,5,4,2014,0,0,0
d_1182,30792,2014-04-24,11412,Thursday,6,4,2014,0,0,0
d_1183,33427,2014-04-25,11412,Friday,7,4,2014,0,0,0
d_1184,42377,2014-04-26,11413,Saturday,1,4,2014,0,0,0
d_1185,43440,2014-04-27,11413,Sunday,2,4,2014,0,0,0
d_1186,31508,2014-04-28,11413,Monday,3,4,2014,0,0,0
d_1187,29865,2014-04-29,11413,Tuesday,4,4,2014,0,0,0
d_1188,28883,2014-04-30,11413,Wednesday,5,4,2014,0,0,0
