d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28
d_975,44396,2013-09-29,11336,Sunday,2,9,2013,0,0,0,46210.0,50970.0,44741.0,35542.0,36338.28571428572,38888.607142857145
d_976,32893,2013-09-30,11336,Monday,3,9,2013,0,0,0,32784.0,36775.0,47072.0,35557.57142857143,36061.0,38382.21428571428
d_977,36730,2013-10-01,11336,Tuesday,4,10,2013,1,1,0,31064.0,32571.0,37799.0,36367.0,36358.07142857143,38344.03571428572
d_978,33900,2013-10-02,11336,Wednesday,5,10,2013,1,0,1,29959.0,31281.0,33328.0,36930.0,36545.142857142855,38364.46428571428
d_979,37215,2013-10-03,11336,Thursday,6,10,2013,1,1,1,30648.0,30823.0,35425.0,37868.142857142855,37001.71428571428,38428.392857142855
d_980,37334,2013-10-04,11336,Friday,7,10,2013,1,0,0,35502.0,36281.0,38684.0,38129.857142857145,37076.92857142857,38380.17857142857
d_981,48777,2013-10-05,11337,Saturday,1,10,2013,1,1,1,44441.0,46001.0,47600.0,38749.28571428572,37275.21428571428,38422.21428571428
d_982,49888,2013-10-06,11337,Sunday,2,10,2013,1,1,1,44396.0,46210.0,51740.0,39533.857142857145,37537.92857142857,38356.07142857143
d_983,37003,2013-10-07,11337,Monday,3,10,2013,1,1,0,32893.0,32784.0,39765.0,40121.0,37839.28571428572,38257.42857142857
d_984,34544,2013-10-08,11337,Tuesday,4,10,2013,1,0,1,36730.0,31064.0,34663.0,39808.71428571428,38087.857142857145,38253.17857142857
d_985,34746,2013-10-09,11337,Wednesday,5,10,2013,1,1,1,33900.0,29959.0,36195.0,39929.57142857143,38429.78571428572,38201.42857142857
d_986,34019,2013-10-10,11337,Thursday,6,10,2013,1,0,0,37215.0,30648.0,36767.0,39473.0,38670.57142857143,38103.28571428572
d_987,38093,2013-10-11,11337,Friday,7,10,2013,0,1,1,37334.0,35502.0,40971.0,39581.42857142857,38855.642857142855,38000.5
d_988,46581,2013-10-12,11338,Saturday,1,10,2013,0,1,1,48777.0,44441.0,49166.0,39267.71428571428,39008.5,37908.17857142857
d_989,46343,2013-10-13,11338,Sunday,2,10,2013,0,1,0,49888.0,44396.0,50970.0,38761.28571428572,39147.57142857143,37742.92857142857
d_990,36836,2013-10-14,11338,Monday,3,10,2013,0,0,1,37003.0,32893.0,36775.0,38737.42857142857,39429.21428571428,37745.107142857145
d_991,33213,2013-10-15,11338,Tuesday,4,10,2013,0,1,1,34544.0,36730.0,32571.0,38547.28571428572,39178.0,37768.03571428572
d_992,32677,2013-10-16,11338,Wednesday,5,10,2013,0,0,0,34746.0,33900.0,31281.0,38251.71428571428,39090.642857142855,37817.892857142855
d_993,30538,2013-10-17,11338,Thursday,6,10,2013,0,0,0,34019.0,37215.0,30823.0,37754.42857142857,38613.71428571428,37807.71428571428
d_994,34337,2013-10-18,11338,Friday,7,10,2013,0,0,0,38093.0,37334.0,36281.0,37217.857142857145,38399.642857142855,37738.28571428572
d_995,42043,2013-10-19,11339,Saturday,1,10,2013,0,0,0,46581.0,48777.0,46001.0,36569.57142857143,37918.642857142855,37596.92857142857
d_996,43352,2013-10-20,11339,Sunday,2,10,2013,0,0,0,46343.0,49888.0,46210.0,36142.28571428572,37451.78571428572,37494.857142857145
d_997,31859,2013-10-21,11339,Monday,3,10,2013,0,0,0,36836.0,37003.0,32784.0,35431.28571428572,37084.357142857145,37461.82142857143
d_998,28957,2013-10-22,11339,Tuesday,4,10,2013,0,0,0,33213.0,34544.0,31064.0,34823.28571428572,36685.28571428572,37386.57142857143
d_999,29525,2013-10-23,11339,Wednesday,5,10,2013,0,0,0,32677.0,34746.0,29959.0,34373.0,36312.357142857145,37371.07142857143
d_1000,29260,2013-10-24,11339,Thursday,6,10,2013,0,0,0,30538.0,34019.0,30648.0,34190.42857142857,35972.42857142857,37321.5
d_1001,33877,2013-10-25,11339,Friday,7,10,2013,0,0,0,34337.0,38093.0,35502.0,34124.71428571428,35671.28571428572,37263.46428571428
d_1002,42454,2013-10-26,11340,Saturday,1,10,2013,0,0,0,42043.0,46581.0,44441.0,34183.42857142857,35376.5,37192.5
d_1003,40665,2013-10-27,11340,Sunday,2,10,2013,0,0,0,43352.0,46343.0,44396.0,33799.57142857143,34970.92857142857,37059.25
d_1004,32058,2013-10-28,11340,Monday,3,10,2013,0,0,0,31859.0,36836.0,32893.0,33828.0,34629.642857142855,37029.42857142857
d_1005,29529,2013-10-29,11340,Tuesday,4,10,2013,0,0,0,28957.0,33213.0,36730.0,33909.71428571428,34366.5,36772.25
d_1006,31136,2013-10-30,11340,Wednesday,5,10,2013,0,0,0,29525.0,32677.0,33900.0,34139.857142857145,34256.42857142857,36673.53571428572
d_1007,27034,2013-10-31,11340,Thursday,6,10,2013,0,0,0,29260.0,30538.0,37215.0,33821.857142857145,34006.142857142855,36309.92857142857
d_1008,39727,2013-11-01,11340,Friday,7,11,2013,1,1,0,33877.0,34337.0,37334.0,34657.57142857143,34391.142857142855,36395.392857142855
d_1009,47093,2013-11-02,11341,Saturday,1,11,2013,1,0,1,42454.0,42043.0,48777.0,35320.28571428572,34751.857142857145,36335.25
d_1010,48373,2013-11-03,11341,Sunday,2,11,2013,1,1,1,40665.0,43352.0,49888.0,36421.42857142857,35110.5,36281.142857142855
d_1011,32972,2013-11-04,11341,Monday,3,11,2013,1,0,0,32058.0,31859.0,37003.0,36552.0,35190.0,36137.17857142857
d_1012,34087,2013-11-05,11341,Tuesday,4,11,2013,1,1,1,29529.0,28957.0,34544.0,37203.142857142855,35556.42857142857,36120.857142857145
d_1013,33030,2013-11-06,11341,Wednesday,5,11,2013,1,1,1,31136.0,29525.0,34746.0,37473.71428571428,35806.78571428572,36059.57142857143
d_1014,31953,2013-11-07,11341,Thursday,6,11,2013,1,1,0,27034.0,29260.0,34019.0,38176.42857142857,35999.142857142855,35985.78571428572
d_1015,35460,2013-11-08,11341,Friday,7,11,2013,1,0,1,39727.0,33877.0,38093.0,37566.857142857145,36112.21428571428,35891.75
d_1016,45717,2013-11-09,11342,Saturday,1,11,2013,1,1,1,47093.0,42454.0,46581.0,37370.28571428572,36345.28571428572,35860.892857142855
d_1017,43905,2013-11-10,11342,Sunday,2,11,2013,1,0,0,48373.0,40665.0,46343.0,36732.0,36576.71428571428,35773.82142857143
d_1018,36396,2013-11-11,11342,Monday,3,11,2013,0,1,1,32972.0,32058.0,36836.0,37221.142857142855,36886.57142857143,35758.107142857145
d_1019,32275,2013-11-12,11342,Tuesday,4,11,2013,0,1,1,34087.0,29529.0,33213.0,36962.28571428572,37082.71428571428,35724.607142857145
d_1020,29255,2013-11-13,11342,Wednesday,5,11,2013,0,1,0,33030.0,31136.0,32677.0,36423.0,36948.357142857145,35602.392857142855
d_1021,29468,2013-11-14,11342,Thursday,6,11,2013,0,0,1,31953.0,27034.0,30538.0,36068.0,37122.21428571428,35564.17857142857
d_1022,35775,2013-11-15,11342,Friday,7,11,2013,0,1,1,35460.0,39727.0,34337.0,36113.0,36839.92857142857,35615.53571428572
d_1023,44587,2013-11-16,11343,Saturday,1,11,2013,0,0,0,45717.0,47093.0,42043.0,35951.57142857143,36660.92857142857,35706.392857142855
d_1024,42589,2013-11-17,11343,Sunday,2,11,2013,0,0,0,43905.0,48373.0,43352.0,35763.57142857143,36247.78571428572,35679.142857142855
d_1025,32110,2013-11-18,11343,Monday,3,11,2013,0,0,0,36396.0,32972.0,31859.0,35151.28571428572,36186.21428571428,35688.107142857145
d_1026,28522,2013-11-19,11343,Tuesday,4,11,2013,0,0,0,32275.0,34087.0,28957.0,34615.142857142855,35788.71428571428,35672.57142857143
d_1027,27915,2013-11-20,11343,Wednesday,5,11,2013,0,0,0,29255.0,33030.0,29525.0,34423.71428571428,35423.357142857145,35615.07142857143
d_1028,28699,2013-11-21,11343,Thursday,6,11,2013,0,0,0,29468.0,31953.0,29260.0,34313.857142857145,35190.92857142857,35595.03571428572
d_1029,32863,2013-11-22,11343,Friday,7,11,2013,0,0,0,35775.0,35460.0,33877.0,33897.857142857145,35005.42857142857,35558.82142857143
d_1030,40047,2013-11-23,11344,Saturday,1,11,2013,0,0,0,44587.0,45717.0,42454.0,33249.28571428572,34600.42857142857,35472.857142857145
d_1031,38446,2013-11-24,11344,Sunday,2,11,2013,0,0,0,42589.0,43905.0,40665.0,32657.428571428572,34210.5,35393.607142857145
d_1032,28645,2013-11-25,11344,Monday,3,11,2013,0,0,0,32110.0,36396.0,32058.0,32162.428571428572,33656.857142857145,35271.71428571428
d_1033,31293,2013-11-26,11344,Tuesday,4,11,2013,0,0,0,28522.0,32275.0,29529.0,32558.285714285714,33586.71428571428,35334.71428571428
d_1034,36139,2013-11-27,11344,Wednesday,5,11,2013,0,0,0,27915.0,29255.0,31136.0,33733.142857142855,34078.42857142857,35513.392857142855
d_1035,19839,2013-11-28,11344,Thursday,6,11,2013,0,0,0,28699.0,29468.0,27034.0,32467.428571428572,33390.642857142855,35256.42857142857
d_1036,26073,2013-11-29,11344,Friday,7,11,2013,0,0,0,32863.0,35775.0,39727.0,31497.428571428572,32697.64285714286,34768.78571428572
d_1037,31546,2013-11-30,11345,Saturday,1,11,2013,0,0,0,40047.0,44587.0,47093.0,30283.0,31766.14285714286,34213.53571428572
d_1038,38187,2013-12-01,11345,Sunday,2,12,2013,1,1,0,38446.0,42589.0,48373.0,30246.0,31451.714285714286,33849.75
d_1039,37087,2013-12-02,11345,Monday,3,12,2013,1,0,1,28645.0,32110.0,32972.0,31452.0,31807.214285714286,33996.71428571428
d_1040,38024,2013-12-03,11345,Tuesday,4,12,2013,1,1,1,31293.0,28522.0,34087.0,32413.571428571428,32485.928571428572,34137.32142857143
d_1041,31519,2013-12-04,11345,Wednesday,5,12,2013,1,0,0,36139.0,27915.0,33030.0,31753.571428571428,32743.35714285714,34083.357142857145
d_1042,35151,2013-12-05,11345,Thursday,6,12,2013,1,1,1,19839.0,28699.0,31953.0,33941.0,33204.21428571428,34197.57142857143
d_1043,36899,2013-12-06,11345,Friday,7,12,2013,1,1,1,26073.0,32863.0,35460.0,35487.57142857143,33492.5,34248.96428571428
d_1044,44450,2013-12-07,11346,Saturday,1,12,2013,1,1,0,31546.0,40047.0,45717.0,37331.0,33807.0,34203.71428571428
d_1045,40424,2013-12-08,11346,Sunday,2,12,2013,1,0,1,38187.0,38446.0,43905.0,37650.57142857143,33948.28571428572,34079.392857142855
d_1046,33653,2013-12-09,11346,Monday,3,12,2013,1,1,1,37087.0,28645.0,36396.0,37160.0,34306.0,33981.42857142857
d_1047,31422,2013-12-10,11346,Tuesday,4,12,2013,1,0,0,38024.0,31293.0,32275.0,36216.857142857145,34315.21428571428,33950.96428571428
d_1048,30911,2013-12-11,11346,Wednesday,5,12,2013,0,1,1,31519.0,36139.0,29255.0,36130.0,33941.78571428572,34010.107142857145
d_1049,31669,2013-12-12,11346,Thursday,6,12,2013,0,1,1,35151.0,19839.0,29468.0,35632.57142857143,34786.78571428572,34088.71428571428
d_1050,36163,2013-12-13,11346,Friday,7,12,2013,0,1,0,36899.0,26073.0,35775.0,35527.42857142857,35507.5,34102.57142857143
d_1051,41528,2013-12-14,11347,Saturday,1,12,2013,0,0,1,44450.0,31546.0,44587.0,35110.0,36220.5,33993.32142857143
d_1052,43097,2013-12-15,11347,Sunday,2,12,2013,0,1,1,40424.0,38187.0,42589.0,35491.857142857145,36571.21428571428,34011.46428571428
d_1053,32474,2013-12-16,11347,Monday,3,12,2013,0,0,0,33653.0,37087.0,32110.0,35323.42857142857,36241.71428571428,34024.46428571428
d_1054,30338,2013-12-17,11347,Tuesday,4,12,2013,0,0,0,31422.0,38024.0,28522.0,35168.57142857143,35692.71428571428,34089.32142857143
d_1055,31692,2013-12-18,11347,Wednesday,5,12,2013,0,0,0,30911.0,31519.0,27915.0,35280.142857142855,35705.07142857143,34224.21428571428
d_1056,32411,2013-12-19,11347,Thursday,6,12,2013,0,0,0,31669.0,35151.0,28699.0,35386.142857142855,35509.357142857145,34356.78571428572
d_1057,32123,2013-12-20,11347,Friday,7,12,2013,0,0,0,36163.0,36899.0,32863.0,34809.0,35168.21428571428,34330.357142857145
d_1058,40474,2013-12-21,11348,Saturday,1,12,2013,0,0,0,41528.0,44450.0,40047.0,34658.42857142857,34884.21428571428,34345.607142857145
d_1059,34915,2013-12-22,11348,Sunday,2,12,2013,0,0,0,43097.0,40424.0,38446.0,33489.57142857143,34490.71428571428,34219.5
d_1060,35289,2013-12-23,11348,Monday,3,12,2013,0,0,0,32474.0,33653.0,28645.0,33891.71428571428,34607.57142857143,34456.78571428572
d_1061,31077,2013-12-24,11348,Tuesday,4,12,2013,0,0,0,30338.0,31422.0,31293.0,33997.28571428572,34582.92857142857,34449.07142857143
d_1062,20,2013-12-25,11348,Wednesday,5,12,2013,0,0,0,31692.0,30911.0,36139.0,29472.714285714286,32376.428571428572,33159.107142857145
d_1063,32727,2013-12-26,11348,Thursday,6,12,2013,0,0,0,32411.0,31669.0,19839.0,29517.85714285714,32452.0,33619.392857142855
d_1064,33095,2013-12-27,11348,Friday,7,12,2013,0,0,0,32123.0,36163.0,26073.0,29656.714285714286,32232.85714285714,33870.17857142857
d_1065,36490,2013-12-28,11349,Saturday,1,12,2013,0,0,0,40474.0,41528.0,31546.0,29087.571428571428,31873.0,34046.75
d_1066,34121,2013-12-29,11349,Sunday,2,12,2013,0,0,0,34915.0,43097.0,38187.0,28974.14285714286,31231.85714285714,33901.53571428572
d_1067,32293,2013-12-30,11349,Monday,3,12,2013,0,0,0,35289.0,32474.0,37087.0,28546.14285714286,31218.928571428572,33730.32142857143
d_1068,34811,2013-12-31,11349,Tuesday,4,12,2013,0,0,0,31077.0,30338.0,38024.0,29079.571428571428,31538.428571428572,33615.57142857143
d_1069,23845,2014-01-01,11349,Wednesday,5,1,2014,1,1,0,20.0,31692.0,31519.0,32483.14285714286,30977.928571428572,33341.5
d_1070,32653,2014-01-02,11349,Thursday,6,1,2014,1,0,1,32727.0,32411.0,35151.0,32472.571428571428,30995.214285714286,33252.28571428572
d_1071,38870,2014-01-03,11349,Friday,7,1,2014,1,1,1,33095.0,32123.0,36899.0,33297.57142857143,31477.14285714286,33322.67857142857
d_1072,44616,2014-01-04,11350,Saturday,1,1,2014,1,0,0,36490.0,40474.0,44450.0,34458.42857142857,31773.0,33328.607142857145
d_1073,45302,2014-01-05,11350,Sunday,2,1,2014,1,1,1,34121.0,34915.0,40424.0,36055.71428571428,32514.928571428572,33502.82142857143
d_1074,32412,2014-01-06,11350,Monday,3,1,2014,1,1,1,32293.0,35289.0,33653.0,36072.71428571428,32309.428571428572,33458.5
d_1075,30952,2014-01-07,11350,Tuesday,4,1,2014,1,1,0,34811.0,31077.0,31422.0,35521.42857142857,32300.5,33441.71428571428
d_1076,32973,2014-01-08,11350,Wednesday,5,1,2014,1,0,1,23845.0,20.0,30911.0,36825.42857142857,34654.28571428572,33515.357142857145
d_1077,33197,2014-01-09,11350,Thursday,6,1,2014,1,1,1,32653.0,32727.0,31669.0,36903.142857142855,34687.857142857145,33569.92857142857
d_1078,32766,2014-01-10,11350,Friday,7,1,2014,1,0,0,38870.0,33095.0,36163.0,36031.142857142855,34664.357142857145,33448.607142857145
d_1079,47798,2014-01-11,11351,Saturday,1,1,2014,0,1,1,44616.0,36490.0,41528.0,36485.71428571428,35472.07142857143,33672.53571428572
d_1080,46858,2014-01-12,11351,Sunday,2,1,2014,0,1,1,45302.0,34121.0,43097.0,36708.0,36381.857142857145,33806.857142857145
d_1081,33714,2014-01-13,11351,Monday,3,1,2014,0,1,0,32412.0,32293.0,32474.0,36894.0,36483.357142857145,33851.142857142855
d_1082,30223,2014-01-14,11351,Tuesday,4,1,2014,0,0,1,30952.0,34811.0,30338.0,36789.857142857145,36155.642857142855,33847.03571428572
d_1083,31579,2014-01-15,11351,Wednesday,5,1,2014,0,1,1,32973.0,23845.0,31692.0,36590.71428571428,36708.07142857143,33843.0
d_1084,31190,2014-01-16,11351,Thursday,6,1,2014,0,0,0,33197.0,32653.0,32411.0,36304.0,36603.57142857143,33799.392857142855
d_1085,35240,2014-01-17,11351,Friday,7,1,2014,0,0,0,32766.0,38870.0,32123.0,36657.42857142857,36344.28571428572,33910.71428571428
d_1086,43233,2014-01-18,11352,Saturday,1,1,2014,0,0,0,47798.0,44616.0,40474.0,36005.28571428572,36245.5,34009.25
d_1087,40427,2014-01-19,11352,Sunday,2,1,2014,0,0,0,46858.0,45302.0,34915.0,35086.57142857143,35897.28571428572,34206.107142857145
d_1088,32706,2014-01-20,11352,Monday,3,1,2014,0,0,0,33714.0,32412.0,35289.0,34942.57142857143,35918.28571428572,34113.857142857145
d_1089,27854,2014-01-21,11352,Tuesday,4,1,2014,0,0,0,30223.0,30952.0,31077.0,34604.142857142855,35697.0,33998.75
d_1090,28197,2014-01-22,11352,Wednesday,5,1,2014,0,0,0,31579.0,32973.0,20.0,34121.0,35355.857142857145,35005.07142857143
d_1091,26244,2014-01-23,11352,Thursday,6,1,2014,0,0,0,31190.0,33197.0,32727.0,33414.42857142857,34859.21428571428,34773.53571428572
d_1092,30888,2014-01-24,11352,Friday,7,1,2014,0,0,0,35240.0,32766.0,33095.0,32792.71428571428,34725.07142857143,34694.71428571428
d_1093,40529,2014-01-25,11353,Saturday,1,1,2014,0,0,0,43233.0,47798.0,36490.0,32406.428571428572,34205.857142857145,34838.96428571428
d_1094,40197,2014-01-26,11353,Sunday,2,1,2014,0,0,0,40427.0,46858.0,34121.0,32373.571428571428,33730.07142857143,35055.96428571428
d_1095,30060,2014-01-27,11353,Monday,3,1,2014,0,0,0,32706.0,33714.0,32293.0,31995.571428571428,33469.07142857143,34976.21428571428
d_1096,24000,2014-01-28,11353,Tuesday,4,1,2014,0,0,0,27854.0,30223.0,34811.0,31445.0,33024.57142857143,34590.107142857145
d_1097,24983,2014-01-29,11353,Wednesday,5,1,2014,0,0,0,28197.0,31579.0,23845.0,30985.85714285714,32553.428571428572,34630.75
d_1098,27017,2014-01-30,11353,Thursday,6,1,2014,0,0,0,26244.0,31190.0,32653.0,31096.285714285714,32255.35714285714,34429.46428571428
d_1099,36489,2014-01-31,11353,Friday,7,1,2014,0,0,0,30888.0,35240.0,38870.0,31896.428571428572,32344.571428571428,34344.42857142857
d_1100,45333,2014-02-01,11401,Saturday,1,2,2014,1,1,0,40529.0,43233.0,44616.0,32582.714285714286,32494.571428571428,34370.03571428572
d_1101,43897,2014-02-02,11401,Sunday,2,2,2014,1,0,1,40197.0,40427.0,45302.0,33111.28571428572,32742.428571428572,34319.857142857145
d_1102,37294,2014-02-03,11401,Monday,3,2,2014,1,1,1,30060.0,32706.0,32412.0,34144.71428571428,33070.142857142855,34494.21428571428
d_1103,30577,2014-02-04,11401,Tuesday,4,2,2014,1,0,0,24000.0,27854.0,30952.0,35084.28571428572,33264.642857142855,34480.82142857143
d_1104,31676,2014-02-05,11401,Wednesday,5,2,2014,1,1,1,24983.0,28197.0,32973.0,36040.42857142857,33513.142857142855,34434.5
d_1105,32389,2014-02-06,11401,Thursday,6,2,2014,1,1,1,27017.0,26244.0,33197.0,36807.857142857145,33952.07142857143,34405.642857142855
d_1106,34255,2014-02-07,11401,Friday,7,2,2014,1,1,0,36489.0,30888.0,32766.0,36488.71428571428,34192.57142857143,34458.82142857143
d_1107,47108,2014-02-08,11402,Saturday,1,2,2014,1,0,1,45333.0,40529.0,47798.0,36742.28571428572,34662.5,34434.17857142857
d_1108,48040,2014-02-09,11402,Sunday,2,2,2014,1,1,1,43897.0,40197.0,46858.0,37334.142857142855,35222.71428571428,34476.392857142855
d_1109,33147,2014-02-10,11402,Monday,3,2,2014,1,0,0,37294.0,30060.0,33714.0,36741.71428571428,35443.21428571428,34456.142857142855
d_1110,33533,2014-02-11,11402,Tuesday,4,2,2014,0,1,1,30577.0,24000.0,30223.0,37164.0,36124.142857142855,34574.357142857145
d_1111,36738,2014-02-12,11402,Wednesday,5,2,2014,0,1,1,31676.0,24983.0,31579.0,37887.142857142855,36963.78571428572,34758.607142857145
d_1112,37483,2014-02-13,11402,Thursday,6,2,2014,0,1,0,32389.0,27017.0,31190.0,38614.857142857145,37711.357142857145,34983.357142857145
d_1113,33910,2014-02-14,11402,Friday,7,2,2014,0,0,1,34255.0,36489.0,35240.0,38565.57142857143,37527.142857142855,34935.857142857145
d_1114,44965,2014-02-15,11403,Saturday,1,2,2014,0,1,1,47108.0,45333.0,43233.0,38259.42857142857,37500.857142857145,34997.71428571428
d_1115,43832,2014-02-16,11403,Sunday,2,2,2014,0,0,0,48040.0,43897.0,40427.0,37658.28571428572,37496.21428571428,35119.32142857143
d_1116,34557,2014-02-17,11403,Monday,3,2,2014,0,0,0,33147.0,37294.0,32706.0,37859.71428571428,37300.71428571428,35185.42857142857
d_1117,30710,2014-02-18,11403,Tuesday,4,2,2014,0,0,0,33533.0,30577.0,27854.0,37456.42857142857,37310.21428571428,35287.42857142857
d_1118,30411,2014-02-19,11403,Wednesday,5,2,2014,0,0,0,36738.0,31676.0,28197.0,36552.57142857143,37219.857142857145,35366.5
d_1119,29703,2014-02-20,11403,Thursday,6,2,2014,0,0,0,37483.0,32389.0,26244.0,35441.142857142855,37028.0,35490.03571428572
d_1120,33326,2014-02-21,11403,Friday,7,2,2014,0,0,0,33910.0,34255.0,30888.0,35357.71428571428,36961.642857142855,35577.107142857145
d_1121,41488,2014-02-22,11404,Saturday,1,2,2014,0,0,0,44965.0,47108.0,40529.0,34861.0,36560.21428571428,35611.357142857145
d_1122,44427,2014-02-23,11404,Sunday,2,2,2014,0,0,0,43832.0,48040.0,40197.0,34946.0,36302.142857142855,35762.42857142857
d_1123,31797,2014-02-24,11404,Monday,3,2,2014,0,0,0,34557.0,33147.0,30060.0,34551.71428571428,36205.71428571428,35824.46428571428
d_1124,29725,2014-02-25,11404,Tuesday,4,2,2014,0,0,0,30710.0,33533.0,24000.0,34411.0,35933.71428571428,36028.92857142857
d_1125,26351,2014-02-26,11404,Wednesday,5,2,2014,0,0,0,30411.0,36738.0,24983.0,33831.0,35191.78571428572,36077.78571428572
d_1126,28890,2014-02-27,11404,Thursday,6,2,2014,0,0,0,29703.0,37483.0,27017.0,33714.857142857145,34578.0,36144.67857142857
d_1127,34198,2014-02-28,11404,Friday,7,2,2014,0,0,0,33326.0,33910.0,36489.0,33839.42857142857,34598.57142857143,36062.857142857145
d_1128,45496,2014-03-01,11405,Saturday,1,3,2014,1,1,0,41488.0,44965.0,45333.0,34412.0,34636.5,36068.67857142857
d_1129,46777,2014-03-02,11405,Sunday,2,3,2014,1,0,1,44427.0,43832.0,43897.0,34747.71428571428,34846.857142857145,36171.53571428572
d_1130,37201,2014-03-03,11405,Monday,3,3,2014,1,1,1,31797.0,34557.0,37294.0,35519.71428571428,35035.71428571428,36168.21428571428
d_1131,30066,2014-03-04,11405,Tuesday,4,3,2014,1,0,0,29725.0,30710.0,30577.0,35568.42857142857,34989.71428571428,36149.96428571428
d_1132,31278,2014-03-05,11405,Wednesday,5,3,2014,1,1,1,26351.0,30411.0,31676.0,36272.28571428572,35051.642857142855,36135.75
d_1133,32662,2014-03-06,11405,Thursday,6,3,2014,1,1,1,28890.0,29703.0,32389.0,36811.142857142855,35263.0,36145.5
d_1134,34864,2014-03-07,11405,Friday,7,3,2014,1,1,0,34198.0,33326.0,34255.0,36906.28571428572,35372.857142857145,36167.25
d_1135,43485,2014-03-08,11406,Saturday,1,3,2014,1,0,1,45496.0,41488.0,47108.0,36619.0,35515.5,36037.857142857145
d_1136,50090,2014-03-09,11406,Sunday,2,3,2014,1,1,1,46777.0,44427.0,48040.0,37092.28571428572,35920.0,36111.07142857143
d_1137,37506,2014-03-10,11406,Monday,3,3,2014,1,0,0,37201.0,31797.0,33147.0,37135.857142857145,36327.78571428572,36266.75
d_1138,34567,2014-03-11,11406,Tuesday,4,3,2014,0,1,1,30066.0,29725.0,33533.0,37778.857142857145,36673.642857142855,36303.67857142857
d_1139,34942,2014-03-12,11406,Wednesday,5,3,2014,0,1,1,31278.0,26351.0,36738.0,38302.28571428572,37287.28571428572,36239.53571428572
d_1140,33084,2014-03-13,11406,Thursday,6,3,2014,0,1,0,32662.0,28890.0,37483.0,38362.57142857143,37586.857142857145,36082.42857142857
d_1141,36946,2014-03-14,11406,Friday,7,3,2014,0,0,1,34864.0,34198.0,33910.0,38660.0,37783.142857142855,36190.857142857145
d_1142,44708,2014-03-15,11407,Saturday,1,3,2014,0,1,1,43485.0,45496.0,44965.0,38834.71428571428,37726.857142857145,36181.67857142857
d_1143,45376,2014-03-16,11407,Sunday,2,3,2014,0,0,0,50090.0,46777.0,43832.0,38161.28571428572,37626.78571428572,36236.82142857143
d_1144,32084,2014-03-17,11407,Monday,3,3,2014,0,0,0,37506.0,37201.0,34557.0,37386.71428571428,37261.28571428572,36148.5
d_1145,30095,2014-03-18,11407,Tuesday,4,3,2014,0,0,0,34567.0,30066.0,30710.0,36747.857142857145,37263.357142857145,36126.53571428572
d_1146,29384,2014-03-19,11407,Wednesday,5,3,2014,0,0,0,34942.0,31278.0,30411.0,35953.857142857145,37128.07142857143,36089.857142857145
d_1147,28809,2014-03-20,11407,Thursday,6,3,2014,0,0,0,33084.0,32662.0,29703.0,35343.142857142855,36852.857142857145,36057.92857142857
d_1148,33202,2014-03-21,11407,Friday,7,3,2014,0,0,0,36946.0,34864.0,33326.0,34808.28571428572,36734.142857142855,36053.5
d_1149,41441,2014-03-22,11408,Saturday,1,3,2014,0,0,0,44708.0,43485.0,41488.0,34341.57142857143,36588.142857142855,36051.82142857143
d_1150,44171,2014-03-23,11408,Sunday,2,3,2014,0,0,0,45376.0,50090.0,44427.0,34169.42857142857,36165.357142857145,36042.67857142857
d_1151,31843,2014-03-24,11408,Monday,3,3,2014,0,0,0,32084.0,37506.0,31797.0,34135.0,35760.857142857145,36044.32142857143
d_1152,28466,2014-03-25,11408,Tuesday,4,3,2014,0,0,0,30095.0,34567.0,29725.0,33902.28571428572,35325.07142857143,35999.357142857145
d_1153,27014,2014-03-26,11408,Wednesday,5,3,2014,0,0,0,29384.0,34942.0,26351.0,33563.71428571428,34758.78571428572,36023.03571428572
d_1154,30210,2014-03-27,11408,Thursday,6,3,2014,0,0,0,28809.0,33084.0,28890.0,33763.857142857145,34553.5,36070.17857142857
d_1155,32918,2014-03-28,11408,Friday,7,3,2014,0,0,0,33202.0,36946.0,34198.0,33723.28571428572,34265.78571428572,36024.46428571428
d_1156,41193,2014-03-29,11409,Saturday,1,3,2014,0,0,0,41441.0,44708.0,45496.0,33687.857142857145,34014.71428571428,35870.78571428572
d_1157,43156,2014-03-30,11409,Sunday,2,3,2014,0,0,0,44171.0,45376.0,46777.0,33542.857142857145,33856.142857142855,35741.46428571428
d_1158,30672,2014-03-31,11409,Monday,3,3,2014,0,0,0,31843.0,32084.0,37201.0,33375.57142857143,33755.28571428572,35508.28571428572
d_1159,33708,2014-04-01,11409,Tuesday,4,4,2014,1,1,0,28466.0,30095.0,30066.0,34124.42857142857,34013.357142857145,35638.357142857145
d_1160,33699,2014-04-02,11409,Wednesday,5,4,2014,1,0,1,27014.0,29384.0,31278.0,35079.42857142857,34321.57142857143,35724.82142857143
d_1161,36604,2014-04-03,11409,Thursday,6,4,2014,1,1,1,30210.0,28809.0,32662.0,35992.857142857145,34878.357142857145,35865.607142857145
d_1162,35685,2014-04-04,11409,Friday,7,4,2014,1,0,0,32918.0,33202.0,34864.0,36388.142857142855,35055.71428571428,35894.92857142857
d_1163,46776,2014-04-05,11410,Saturday,1,4,2014,1,1,1,41193.0,41441.0,43485.0,37185.71428571428,35436.78571428572,36012.46428571428
